Order ID,Region,Country,City,Sales Representative,Customer Name,Customer Type,Sales Channel,Order Priority,Order Date,Ship Date,Item Category,Sub-Category,Units Sold,Unit Price,Unit Cost,Total Revenue,Total Cost,Total Profit,Discount Applied (%),Tax (8%),Payment Method,Order Status,Shipping Carrier,Customer Segment
2005396,Europe,Spain,Valencia,Thomas Clark,Daniel Miller,Home Office,Partner,Critical,2023-04-05 00:00:00,2023-04-15 00:00:00,Toys,Board Games,328,648.19,456.28,212606.32,149659.84,62946.48,2,17008.51,Wire Transfer,Completed,UPS,Enterprise
2005397,Asia-Pacific,South Korea,Daegu,Karen Jones,David White,Consumer,Retail,Low,2022-01-28 00:00:00,2022-02-02 00:00:00,Toys,Action Figures,245,973.03,595.34,238392.35,145858.3,92534.05,0,19071.39,Direct Debit,Processing,DHL,SME
2005398,Europe,France,Lille,Paul Smith,Anthony Taylor,Consumer,Partner,High,2022-11-15 00:00:00,2022-11-16 00:00:00,Electronics,Smartphones,164,554.24,298.97,90895.36,49031.08,41864.28,17,7271.63,PayPal,Cancelled,Local Courier,SME
2005399,North America,Canada,Winnipeg,Emily Thompson,Sarah Wilson,Consumer,Partner,Low,2023-02-05 00:00:00,2023-02-06 00:00:00,Home Appliances,Microwaves,381,450.89,312.03,171789.09,118883.43,52905.66,1,13743.13,Direct Debit,Returned,Local Courier,SME
2005400,Europe,Italy,Turin,Thomas Clark,Michelle Robinson,Corporate,Partner,High,2023-12-26 00:00:00,2023-12-28 00:00:00,Office Supplies,Envelopes,57,185.02,117.43,10546.14,6693.51,3852.63,6,843.69,Credit Card,Returned,FedEx,SME
2005401,Europe,Spain,Seville,James Clark,Carol Jones,Home Office,Retail,Medium,2022-08-10 00:00:00,2022-08-11 00:00:00,Clothing,Shirts,225,1166.97,841.32,262568.25,189297.0,73271.25,7,21005.46,PayPal,Cancelled,DHL,Individual
2005402,Latin America,Argentina,Mar del Plata,Anthony Thompson,Joseph Hernandez,Corporate,Offline,Low,2022-11-28 00:00:00,2022-12-07 00:00:00,Office Supplies,Paper,246,163.6,94.01,40245.6,23126.46,17119.14,4,3219.65,Direct Debit,Returned,DHL,Enterprise
2005403,Latin America,Argentina,La Plata,Elizabeth Johnson,Carol Harris,Corporate,Offline,High,2022-02-20 00:00:00,2022-02-28 00:00:00,Electronics,Cameras,279,498.34,298.69,139036.86,83334.51,55702.35,9,11122.95,Wire Transfer,Returned,Local Courier,Enterprise
2005404,Middle East & Africa,Saudi Arabia,Dammam,Emily Thompson,Mark Taylor,Home Office,Partner,Low,2023-12-17 00:00:00,2023-12-19 00:00:00,Home Appliances,Blenders,293,291.08,199.7,85286.44,58512.1,26774.34,14,6822.92,Direct Debit,Completed,DHL,SME
2005405,Middle East & Africa,Egypt,Giza,Jennifer Perez,Robert Martin,Corporate,Retail,Medium,2022-08-09 00:00:00,2022-08-11 00:00:00,Electronics,Smartphones,382,130.8,84.33,49965.6,32214.06,17751.54,9,3997.25,Direct Debit,Cancelled,UPS,SME
2005406,Latin America,Chile,Temuco,Kimberly Smith,William Martin,Consumer,Partner,Critical,2023-03-10 00:00:00,2023-03-12 00:00:00,Furniture,Chairs,50,305.04,177.98,15252.0,8899.0,6353.0,19,1220.16,Wire Transfer,Processing,DHL,Enterprise
2005407,Asia-Pacific,Japan,Sapporo,Nancy Gonzalez,Emily Ramirez,Home Office,Partner,High,2023-11-17 00:00:00,2023-11-22 00:00:00,Clothing,Jeans,398,590.19,333.63,234895.62,132784.74,102110.88,13,18791.65,PayPal,Processing,DHL,SME
2005408,North America,Mexico,Mexico City,Robert Thompson,James Martinez,Corporate,Partner,Low,2022-05-20 00:00:00,2022-05-21 00:00:00,Clothing,Shoes,311,999.18,515.09,310744.98,160192.99,150551.99,9,24859.6,Wire Transfer,Cancelled,DHL,Individual
2005409,Middle East & Africa,South Africa,Polokwane,Emily Thompson,Michelle Jones,Home Office,Partner,Medium,2022-03-29 00:00:00,2022-04-05 00:00:00,Clothing,Shoes,259,253.76,143.49,65723.84,37163.91,28559.93,4,5257.91,Direct Debit,Cancelled,UPS,Individual
2005410,Latin America,Argentina,Salta,Linda Martin,Sarah Wilson,Consumer,Retail,Medium,2023-05-14 00:00:00,2023-05-22 00:00:00,Furniture,Tables,211,620.69,446.29,130965.59,94167.19,36798.4,1,10477.25,PayPal,Completed,FedEx,SME
2005411,North America,Mexico,Puebla,Robert Thompson,Anthony Thompson,Consumer,Offline,Critical,2022-01-23 00:00:00,2022-02-01 00:00:00,Office Supplies,Envelopes,80,199.19,139.35,15935.2,11148.0,4787.2,6,1274.82,Wire Transfer,Cancelled,DHL,Enterprise
2005412,Middle East & Africa,UAE,Dubai,Charles Johnson,Charles Ramirez,Home Office,Retail,Critical,2023-08-07 00:00:00,2023-08-14 00:00:00,Home Appliances,Fridges,31,387.51,235.92,12012.81,7313.52,4699.29,11,961.02,PayPal,Cancelled,UPS,Individual
2005413,Middle East & Africa,South Africa,Polokwane,Charles Johnson,Jessica Jackson,Corporate,Retail,Medium,2023-06-16 00:00:00,2023-06-26 00:00:00,Home Appliances,Microwaves,105,584.95,304.88,61419.75,32012.4,29407.35,9,4913.58,PayPal,Cancelled,UPS,SME
2005414,Europe,UK,Leeds,Donald Ramirez,Margaret Martin,Corporate,Online,Low,2022-11-15 00:00:00,2022-11-23 00:00:00,Furniture,Chairs,166,724.0,412.7,120184.0,68508.2,51675.8,7,9614.72,Direct Debit,Processing,UPS,Enterprise
2005415,Asia-Pacific,Japan,Fukuoka,Paul Lopez,Charles Ramirez,Corporate,Retail,Critical,2023-02-12 00:00:00,2023-02-21 00:00:00,Home Appliances,Microwaves,161,695.6,482.79,111991.6,77729.19,34262.41,4,8959.33,Direct Debit,Cancelled,FedEx,SME
2005416,North America,Mexico,Toluca,Christopher Anderson,Michael Robinson,Corporate,Offline,High,2023-11-04 00:00:00,2023-11-07 00:00:00,Furniture,Beds,57,365.23,266.27,20818.11,15177.39,5640.72,16,1665.45,PayPal,Returned,FedEx,Enterprise
2005417,North America,Canada,Hamilton,Emily Thompson,Susan Taylor,Consumer,Offline,High,2023-10-08 00:00:00,2023-10-14 00:00:00,Furniture,Chairs,286,153.3,82.43,43843.8,23574.98,20268.82,13,3507.5,Wire Transfer,Completed,FedEx,SME
2005418,Middle East & Africa,Egypt,Port Said,Jennifer Perez,Sandra Ramirez,Consumer,Offline,Medium,2023-09-14 00:00:00,2023-09-16 00:00:00,Furniture,Sofas,392,261.89,152.7,102660.88,59858.4,42802.48,18,8212.87,Wire Transfer,Completed,DHL,Individual
2005419,Asia-Pacific,Australia,Melbourne,Joseph Jones,Michelle Smith,Consumer,Online,Critical,2022-03-09 00:00:00,2022-03-14 00:00:00,Furniture,Sofas,193,280.24,205.69,54086.32,39698.17,14388.15,17,4326.91,Wire Transfer,Cancelled,FedEx,SME
2005420,North America,Canada,Kitchener,Matthew Garcia,Joseph Hernandez,Corporate,Retail,Low,2023-07-03 00:00:00,2023-07-08 00:00:00,Toys,Board Games,201,416.51,269.2,83718.51,54109.2,29609.31,14,6697.48,Direct Debit,Completed,Local Courier,SME
2005421,Middle East & Africa,Egypt,Cairo,Andrew Hernandez,Daniel Anderson,Home Office,Partner,Medium,2022-10-03 00:00:00,2022-10-10 00:00:00,Furniture,Tables,235,246.64,172.99,57960.4,40652.65,17307.75,9,4636.83,PayPal,Processing,Local Courier,Enterprise
2005422,Middle East & Africa,UAE,Khor Fakkan,Emily Thompson,Ashley Ramirez,Consumer,Partner,Medium,2022-10-01 00:00:00,2022-10-05 00:00:00,Home Appliances,Microwaves,362,408.03,260.06,147706.86,94141.72,53565.14,0,11816.55,PayPal,Returned,FedEx,SME
2005423,North America,USA,Houston,Matthew Garcia,Ashley Thompson,Home Office,Retail,Low,2023-10-22 00:00:00,2023-10-24 00:00:00,Home Appliances,Blenders,100,167.18,97.02,16718.0,9702.0,7016.0,4,1337.44,Credit Card,Processing,UPS,SME
2005424,Asia-Pacific,India,Jaipur,Nancy Gonzalez,Robert White,Corporate,Partner,Low,2023-11-16 00:00:00,2023-11-19 00:00:00,Furniture,Tables,50,941.12,504.71,47056.0,25235.5,21820.5,13,3764.48,Direct Debit,Processing,FedEx,SME
2005425,Middle East & Africa,South Africa,Pretoria,Andrew Hernandez,Anthony Thompson,Consumer,Online,Critical,2023-12-24 00:00:00,2023-12-30 00:00:00,Office Supplies,Paper,254,895.88,514.91,227553.52,130787.14,96766.38,0,18204.28,Direct Debit,Completed,UPS,Individual
2005426,Middle East & Africa,UAE,Sharjah,Joshua Moore,James Martin,Consumer,Partner,Critical,2023-04-29 00:00:00,2023-04-30 00:00:00,Home Appliances,Blenders,305,695.22,354.78,212042.1,108207.9,103834.2,12,16963.37,Direct Debit,Processing,Local Courier,Individual
2005427,Middle East & Africa,UAE,Kalba,Charles Johnson,Michelle Gonzalez,Corporate,Partner,High,2023-11-12 00:00:00,2023-11-17 00:00:00,Toys,Action Figures,6,733.04,450.3,4398.24,2701.8,1696.44,17,351.86,Direct Debit,Processing,DHL,Enterprise
2005428,Asia-Pacific,Japan,Kobe,Nancy Gonzalez,Robert Miller,Corporate,Retail,Medium,2022-03-24 00:00:00,2022-03-26 00:00:00,Clothing,Shirts,169,1166.15,786.35,197079.35,132893.15,64186.2,11,15766.35,Direct Debit,Processing,DHL,Enterprise
2005429,Asia-Pacific,India,Mumbai,James Taylor,Joseph Miller,Home Office,Retail,Medium,2023-09-05 00:00:00,2023-09-12 00:00:00,Electronics,Smartphones,281,1020.56,628.56,286777.36,176625.36,110152.0,12,22942.19,Wire Transfer,Cancelled,FedEx,Enterprise
2005430,North America,Canada,Edmonton,Robert Thompson,Linda Lewis,Consumer,Partner,Medium,2023-07-29 00:00:00,2023-08-01 00:00:00,Electronics,Cameras,385,601.39,389.98,231535.15,150142.3,81392.85,17,18522.81,Direct Debit,Processing,FedEx,SME
2005431,Middle East & Africa,UAE,Ajman,Jennifer Perez,John Moore,Home Office,Offline,Medium,2023-12-28 00:00:00,2023-12-29 00:00:00,Office Supplies,Pens,191,968.42,593.82,184968.22,113419.62,71548.6,2,14797.46,Wire Transfer,Returned,Local Courier,Individual
2005432,Middle East & Africa,Saudi Arabia,Riyadh,Jennifer Perez,Matthew Miller,Consumer,Offline,Low,2022-04-16 00:00:00,2022-04-24 00:00:00,Home Appliances,Washers,342,665.6,476.7,227635.2,163031.4,64603.8,5,18210.82,Direct Debit,Returned,Local Courier,SME
2005433,Europe,France,Paris,Thomas Clark,Anthony Thomas,Home Office,Retail,High,2022-11-16 00:00:00,2022-11-18 00:00:00,Clothing,Shirts,332,781.96,453.3,259610.72,150495.6,109115.12,16,20768.86,Credit Card,Cancelled,Local Courier,Enterprise
2005434,North America,Canada,Calgary,Barbara Thompson,Lisa Jackson,Corporate,Retail,Low,2023-07-22 00:00:00,2023-07-26 00:00:00,Office Supplies,Pens,341,1164.74,848.64,397176.34,289386.24,107790.1,17,31774.11,Direct Debit,Processing,Local Courier,Individual
2005435,Europe,Spain,Palma,Paul Smith,Michelle Johnson,Consumer,Retail,High,2023-11-24 00:00:00,2023-11-30 00:00:00,Office Supplies,Paper,137,969.9,497.89,132876.3,68210.93,64665.37,19,10630.1,Wire Transfer,Processing,UPS,SME
2005436,Latin America,Chile,Iquique,Kimberly Smith,Matthew Thomas,Home Office,Offline,High,2022-09-08 00:00:00,2022-09-09 00:00:00,Home Appliances,Washers,170,1126.06,739.63,191430.2,125737.1,65693.1,8,15314.42,PayPal,Processing,Local Courier,Enterprise
2005437,North America,Mexico,Guadalajara,Barbara Thompson,Richard Jackson,Corporate,Online,Medium,2022-10-07 00:00:00,2022-10-08 00:00:00,Office Supplies,Paper,322,319.52,213.77,102885.44,68833.94,34051.5,16,8230.84,Wire Transfer,Completed,Local Courier,Enterprise
2005438,Middle East & Africa,Saudi Arabia,Hofuf,Emily Thompson,Jennifer Hernandez,Corporate,Offline,Low,2022-05-16 00:00:00,2022-05-20 00:00:00,Office Supplies,Binders,350,100.49,73.13,35171.5,25595.5,9576.0,10,2813.72,Direct Debit,Cancelled,UPS,Enterprise
2005439,Middle East & Africa,Egypt,Suez,Charles Johnson,Michael Davis,Corporate,Online,Medium,2023-10-27 00:00:00,2023-11-06 00:00:00,Clothing,Shirts,23,1190.61,715.46,27384.03,16455.58,10928.45,18,2190.72,Credit Card,Completed,FedEx,Enterprise
2005440,North America,USA,San Antonio,Christopher Anderson,Linda Johnson,Consumer,Partner,Low,2022-02-27 00:00:00,2022-03-08 00:00:00,Electronics,Smartphones,371,159.64,106.19,59226.44,39396.49,19829.95,18,4738.12,Credit Card,Cancelled,Local Courier,SME
2005441,Middle East & Africa,Egypt,Mansoura,Charles Johnson,Thomas Taylor,Consumer,Online,High,2022-11-06 00:00:00,2022-11-08 00:00:00,Home Appliances,Microwaves,107,188.05,95.45,20121.35,10213.15,9908.2,10,1609.71,Wire Transfer,Returned,UPS,SME
2005442,North America,Mexico,Monterrey,Emily Thompson,Robert Gonzalez,Corporate,Retail,Low,2023-06-09 00:00:00,2023-06-19 00:00:00,Home Appliances,Washers,227,54.81,33.55,12441.87,7615.85,4826.02,13,995.35,PayPal,Returned,FedEx,Individual
2005443,Asia-Pacific,China,Nanjing,Paul Lopez,James Smith,Home Office,Retail,Medium,2023-05-31 00:00:00,2023-06-06 00:00:00,Clothing,Shoes,210,804.55,418.72,168955.5,87931.2,81024.3,3,13516.44,Wire Transfer,Completed,DHL,SME
2005444,Europe,Germany,Cologne,Paul Smith,Paul Thompson,Home Office,Online,Critical,2022-08-09 00:00:00,2022-08-19 00:00:00,Office Supplies,Envelopes,1,388.91,236.44,388.91,236.44,152.47,4,31.11,Credit Card,Processing,DHL,SME
2005445,Middle East & Africa,UAE,Kalba,Andrew Hernandez,Carol Miller,Corporate,Online,Low,2022-08-09 00:00:00,2022-08-14 00:00:00,Furniture,Beds,290,1094.72,780.22,317468.8,226263.8,91205.0,19,25397.5,Wire Transfer,Processing,UPS,Enterprise
2005446,Asia-Pacific,Australia,Sydney,Paul Lopez,Karen Martin,Corporate,Partner,Critical,2022-12-16 00:00:00,2022-12-26 00:00:00,Electronics,Smartphones,87,73.16,46.93,6364.92,4082.91,2282.01,9,509.19,Wire Transfer,Cancelled,FedEx,SME
2005447,Middle East & Africa,Egypt,El Mahalla El Kubra,Joshua Moore,Karen Jones,Consumer,Offline,Critical,2022-04-12 00:00:00,2022-04-21 00:00:00,Toys,Puzzles,192,907.94,512.28,174324.48,98357.76,75966.72,15,13945.96,Wire Transfer,Cancelled,FedEx,SME
2005448,Latin America,Chile,Rancagua,Linda Martin,Donald Ramirez,Consumer,Offline,High,2023-09-14 00:00:00,2023-09-16 00:00:00,Office Supplies,Binders,137,550.18,364.94,75374.66,49996.78,25377.88,11,6029.97,Direct Debit,Returned,Local Courier,SME
2005449,Middle East & Africa,South Africa,Johannesburg,Emily Thompson,Susan Gonzalez,Consumer,Online,High,2022-07-10 00:00:00,2022-07-19 00:00:00,Home Appliances,Microwaves,137,1159.22,667.28,158813.14,91417.36,67395.78,9,12705.05,Wire Transfer,Processing,Local Courier,Individual
2005450,Europe,France,Paris,Paul Smith,Jennifer Rodriguez,Corporate,Online,Low,2022-05-23 00:00:00,2022-05-31 00:00:00,Home Appliances,Blenders,3,586.44,415.22,1759.32,1245.66,513.66,0,140.75,Wire Transfer,Returned,Local Courier,SME
2005451,Europe,France,Nantes,Karen Ramirez,Donna Taylor,Corporate,Partner,Low,2023-03-09 00:00:00,2023-03-10 00:00:00,Clothing,Jeans,58,910.11,528.0,52786.38,30624.0,22162.38,20,4222.91,Wire Transfer,Returned,Local Courier,Enterprise
2005452,North America,Mexico,Puebla,Emily Thompson,Sarah Lewis,Consumer,Online,Low,2022-08-20 00:00:00,2022-08-26 00:00:00,Furniture,Chairs,329,640.58,455.63,210750.82,149902.27,60848.55,13,16860.07,PayPal,Completed,Local Courier,Enterprise
2005453,Latin America,Brazil,Fortaleza,Linda Martin,Andrew Sanchez,Consumer,Offline,Medium,2022-09-08 00:00:00,2022-09-09 00:00:00,Furniture,Beds,375,527.48,352.95,197805.0,132356.25,65448.75,0,15824.4,Credit Card,Completed,FedEx,Individual
2005454,North America,USA,San Diego,Barbara Thompson,Donna Moore,Corporate,Retail,Low,2023-06-03 00:00:00,2023-06-07 00:00:00,Electronics,Cameras,64,790.67,456.41,50602.88,29210.24,21392.64,5,4048.23,Credit Card,Completed,Local Courier,Enterprise
2005455,Middle East & Africa,South Africa,Port Elizabeth,Emily Thompson,Donald Taylor,Corporate,Online,Critical,2022-10-21 00:00:00,2022-10-24 00:00:00,Toys,Board Games,253,51.48,28.93,13024.44,7319.29,5705.15,20,1041.96,PayPal,Cancelled,Local Courier,Enterprise
2005456,Europe,UK,Sheffield,Donald Ramirez,Christopher Moore,Home Office,Partner,Low,2022-11-05 00:00:00,2022-11-07 00:00:00,Home Appliances,Fridges,86,83.35,53.86,7168.1,4631.96,2536.14,12,573.45,Credit Card,Cancelled,DHL,SME
2005457,North America,Canada,Vancouver,Christopher Anderson,Anthony Williams,Corporate,Partner,High,2022-10-31 00:00:00,2022-11-04 00:00:00,Office Supplies,Paper,313,611.33,406.87,191346.29,127350.31,63995.98,15,15307.7,Credit Card,Processing,Local Courier,Enterprise
2005458,Middle East & Africa,UAE,Dubai,Jennifer Perez,Robert Jackson,Consumer,Partner,High,2022-09-03 00:00:00,2022-09-07 00:00:00,Toys,Board Games,218,185.3,132.68,40395.4,28924.24,11471.16,18,3231.63,Wire Transfer,Cancelled,UPS,Enterprise
2005459,North America,Canada,Toronto,Robert Thompson,Jennifer Anderson,Consumer,Retail,High,2023-05-18 00:00:00,2023-05-25 00:00:00,Clothing,Jackets,195,486.56,357.81,94879.2,69772.95,25106.25,8,7590.34,Credit Card,Completed,DHL,Individual
2005460,North America,Canada,Ottawa,Robert Thompson,Christopher Smith,Corporate,Offline,Medium,2023-01-15 00:00:00,2023-01-19 00:00:00,Clothing,Jeans,24,678.34,381.75,16280.16,9162.0,7118.16,9,1302.41,PayPal,Processing,FedEx,Individual
2005461,Europe,Germany,Frankfurt,Thomas Clark,William Clark,Corporate,Partner,High,2023-06-12 00:00:00,2023-06-16 00:00:00,Home Appliances,Blenders,95,182.0,92.79,17290.0,8815.05,8474.95,12,1383.2,Direct Debit,Returned,FedEx,Enterprise
2005462,Europe,Germany,Stuttgart,James Clark,Anthony Harris,Consumer,Online,Critical,2023-04-21 00:00:00,2023-04-28 00:00:00,Clothing,Jackets,184,771.28,492.33,141915.52,90588.72,51326.8,14,11353.24,PayPal,Processing,DHL,SME
2005463,Asia-Pacific,India,Delhi,Nancy Gonzalez,Charles Thomas,Home Office,Retail,High,2023-06-07 00:00:00,2023-06-15 00:00:00,Office Supplies,Envelopes,336,876.44,570.21,294483.84,191590.56,102893.28,20,23558.71,Direct Debit,Cancelled,UPS,Enterprise
2005464,Europe,UK,Edinburgh,Thomas Clark,William Davis,Consumer,Retail,Medium,2023-07-30 00:00:00,2023-08-02 00:00:00,Toys,Dolls,9,818.01,428.05,7362.09,3852.45,3509.64,11,588.97,Direct Debit,Returned,UPS,SME
2005465,North America,Mexico,Toluca,Emily Thompson,Mary Perez,Consumer,Online,Critical,2023-11-19 00:00:00,2023-11-22 00:00:00,Clothing,Jackets,292,1050.46,582.09,306734.32,169970.28,136764.04,15,24538.75,Direct Debit,Completed,UPS,Enterprise
2005466,Middle East & Africa,Egypt,Tanta,Andrew Hernandez,Steven Thomas,Home Office,Partner,Critical,2023-05-22 00:00:00,2023-05-23 00:00:00,Clothing,Jackets,30,90.74,58.16,2722.2,1744.8,977.4,14,217.78,Credit Card,Returned,FedEx,Enterprise
2005467,Asia-Pacific,India,Delhi,Joseph Jones,Sandra Williams,Home Office,Partner,Medium,2023-04-30 00:00:00,2023-05-06 00:00:00,Furniture,Sofas,28,1195.82,852.31,33482.96,23864.68,9618.28,19,2678.64,PayPal,Completed,FedEx,Enterprise
2005468,Middle East & Africa,UAE,Dubai,Joshua Moore,Margaret Johnson,Corporate,Offline,High,2023-06-21 00:00:00,2023-07-01 00:00:00,Electronics,Tablets,253,1124.12,571.87,284402.36,144683.11,139719.25,16,22752.19,Direct Debit,Processing,UPS,Individual
2005469,Europe,UK,Bristol,Donald Ramirez,Nancy Anderson,Consumer,Retail,High,2022-09-02 00:00:00,2022-09-06 00:00:00,Electronics,Smartphones,125,1197.15,604.8,149643.75,75600.0,74043.75,1,11971.5,PayPal,Processing,Local Courier,Individual
2005470,Middle East & Africa,Saudi Arabia,Jeddah,Emily Thompson,Michelle Brown,Home Office,Partner,High,2023-04-13 00:00:00,2023-04-14 00:00:00,Office Supplies,Envelopes,15,908.91,540.14,13633.65,8102.1,5531.55,17,1090.69,Credit Card,Returned,DHL,Enterprise
2005471,Europe,Italy,Bologna,Karen Ramirez,Matthew Johnson,Corporate,Retail,Medium,2022-06-02 00:00:00,2022-06-05 00:00:00,Electronics,Smartphones,202,1173.09,823.27,236964.18,166300.54,70663.64,10,18957.13,PayPal,Processing,FedEx,SME
2005472,Asia-Pacific,India,Jaipur,Joseph Jones,David Brown,Corporate,Retail,Low,2023-08-08 00:00:00,2023-08-11 00:00:00,Home Appliances,Fridges,246,244.66,127.92,60186.36,31468.32,28718.04,15,4814.91,Credit Card,Completed,FedEx,Enterprise
2005473,Middle East & Africa,Egypt,Asyut,Jennifer Perez,William White,Home Office,Retail,High,2023-11-04 00:00:00,2023-11-14 00:00:00,Office Supplies,Pens,345,1174.52,831.69,405209.4,286933.05,118276.35,9,32416.75,PayPal,Returned,DHL,SME
2005474,Latin America,Chile,Talca,Linda Martin,Susan Lewis,Home Office,Offline,High,2022-07-20 00:00:00,2022-07-29 00:00:00,Home Appliances,Washers,93,328.21,170.11,30523.53,15820.23,14703.3,8,2441.88,Credit Card,Cancelled,FedEx,Enterprise
2005475,Middle East & Africa,Egypt,Asyut,Andrew Hernandez,Andrew Williams,Home Office,Offline,Low,2023-01-31 00:00:00,2023-02-04 00:00:00,Toys,Puzzles,289,75.09,48.25,21701.01,13944.25,7756.76,15,1736.08,Direct Debit,Cancelled,Local Courier,Individual
2005476,Middle East & Africa,UAE,Dubai,Emily Thompson,Daniel Smith,Corporate,Partner,Low,2022-12-20 00:00:00,2022-12-27 00:00:00,Home Appliances,Fridges,54,876.71,443.9,47342.34,23970.6,23371.74,16,3787.39,Direct Debit,Cancelled,UPS,Individual
2005477,North America,Mexico,Tijuana,Barbara Thompson,Nancy Brown,Corporate,Partner,Critical,2022-12-31 00:00:00,2023-01-10 00:00:00,Office Supplies,Pens,20,821.85,415.4,16437.0,8308.0,8129.0,17,1314.96,Direct Debit,Processing,DHL,SME
2005478,Asia-Pacific,India,Bangalore,Karen Jones,Matthew White,Consumer,Retail,Critical,2023-06-24 00:00:00,2023-06-28 00:00:00,Office Supplies,Pens,54,1080.15,744.45,58328.1,40200.3,18127.8,11,4666.25,Direct Debit,Cancelled,DHL,Individual
2005479,Middle East & Africa,Saudi Arabia,Riyadh,Jennifer Perez,Daniel Wilson,Home Office,Retail,Critical,2023-10-10 00:00:00,2023-10-19 00:00:00,Home Appliances,Fridges,375,443.86,236.42,166447.5,88657.5,77790.0,19,13315.8,Wire Transfer,Returned,Local Courier,Individual
2005480,North America,Mexico,Querétaro,Emily Thompson,Andrew Perez,Home Office,Partner,High,2023-02-11 00:00:00,2023-02-20 00:00:00,Furniture,Tables,20,452.85,313.57,9057.0,6271.4,2785.6,13,724.56,Wire Transfer,Cancelled,FedEx,Enterprise
2005481,Middle East & Africa,Saudi Arabia,Hofuf,Andrew Hernandez,Joseph Perez,Home Office,Online,Low,2022-10-25 00:00:00,2022-11-02 00:00:00,Furniture,Beds,183,911.38,675.44,166782.54,123605.52,43177.02,1,13342.6,PayPal,Processing,DHL,SME
2005482,Middle East & Africa,South Africa,Bloemfontein,Andrew Hernandez,Susan Martinez,Consumer,Retail,High,2022-07-06 00:00:00,2022-07-14 00:00:00,Office Supplies,Envelopes,313,773.1,515.01,241980.3,161198.13,80782.17,1,19358.42,Direct Debit,Cancelled,Local Courier,Enterprise
2005483,Middle East & Africa,UAE,Khor Fakkan,Jennifer Perez,Daniel Ramirez,Corporate,Offline,Critical,2023-07-03 00:00:00,2023-07-05 00:00:00,Home Appliances,Blenders,250,327.29,228.73,81822.5,57182.5,24640.0,1,6545.8,Direct Debit,Processing,DHL,Individual
2005484,Latin America,Argentina,Salta,Elizabeth Johnson,Nancy Ramirez,Consumer,Retail,Medium,2023-11-22 00:00:00,2023-11-29 00:00:00,Home Appliances,Fridges,125,293.83,190.82,36728.75,23852.5,12876.25,3,2938.3,Credit Card,Cancelled,FedEx,SME
2005485,North America,USA,Dallas,Christopher Anderson,Jennifer Anderson,Corporate,Online,Low,2023-11-10 00:00:00,2023-11-13 00:00:00,Office Supplies,Envelopes,354,75.99,48.24,26900.46,17076.96,9823.5,13,2152.04,Direct Debit,Processing,DHL,SME
2005486,North America,USA,New York,Robert Thompson,Karen Hernandez,Corporate,Online,Medium,2022-08-10 00:00:00,2022-08-11 00:00:00,Toys,Dolls,157,437.0,222.68,68609.0,34960.76,33648.24,17,5488.72,Direct Debit,Processing,DHL,Individual
2005487,Asia-Pacific,South Korea,Goyang,Joseph Jones,Richard Johnson,Home Office,Offline,Medium,2023-03-31 00:00:00,2023-04-10 00:00:00,Home Appliances,Microwaves,10,565.27,410.38,5652.7,4103.8,1548.9,3,452.22,Credit Card,Completed,UPS,Individual
2005488,Europe,Italy,Florence,Paul Smith,Charles Smith,Consumer,Offline,Critical,2022-10-04 00:00:00,2022-10-05 00:00:00,Toys,Board Games,72,829.47,512.94,59721.84,36931.68,22790.16,9,4777.75,Credit Card,Cancelled,Local Courier,Individual
2005489,Latin America,Brazil,Fortaleza,Linda Martin,Anthony Jackson,Home Office,Offline,Medium,2023-11-22 00:00:00,2023-11-27 00:00:00,Home Appliances,Fridges,233,938.14,651.03,218586.62,151689.99,66896.63,1,17486.93,Wire Transfer,Cancelled,Local Courier,Individual
2005490,Europe,Germany,Düsseldorf,Karen Ramirez,Daniel Wilson,Home Office,Retail,High,2023-03-20 00:00:00,2023-03-23 00:00:00,Electronics,Smartphones,286,783.71,521.13,224141.06,149043.18,75097.88,3,17931.28,Wire Transfer,Cancelled,UPS,Enterprise
2005491,North America,USA,Dallas,Barbara Thompson,Patricia Anderson,Consumer,Offline,High,2023-08-29 00:00:00,2023-09-08 00:00:00,Toys,Action Figures,321,135.38,87.09,43456.98,27955.89,15501.09,15,3476.56,PayPal,Completed,Local Courier,SME
2005492,Asia-Pacific,South Korea,Daejeon,James Taylor,Michelle White,Home Office,Online,Low,2022-01-31 00:00:00,2022-02-02 00:00:00,Home Appliances,Fridges,139,1130.55,820.0,157146.45,113980.0,43166.45,19,12571.72,Direct Debit,Completed,UPS,Individual
2005493,Europe,France,Nice,James Clark,Barbara Brown,Consumer,Offline,Low,2023-09-15 00:00:00,2023-09-23 00:00:00,Office Supplies,Pens,94,714.79,382.54,67190.26,35958.76,31231.5,4,5375.22,Direct Debit,Cancelled,DHL,Enterprise
2005494,Asia-Pacific,Japan,Osaka,Nancy Gonzalez,Michelle Anderson,Home Office,Offline,Medium,2022-05-12 00:00:00,2022-05-17 00:00:00,Furniture,Beds,334,1057.66,724.53,353258.44,241993.02,111265.42,0,28260.68,Wire Transfer,Processing,DHL,Individual
2005495,Europe,Spain,Zaragoza,James Clark,Barbara Martinez,Home Office,Online,High,2022-11-23 00:00:00,2022-12-01 00:00:00,Electronics,Tablets,213,54.65,34.75,11640.45,7401.75,4238.7,2,931.24,Credit Card,Cancelled,UPS,SME
